id,id_swiped,action
4599928,21905302.0,left
4599928,156626668.0,left
4599928,157924900.0,right
4599928,69619917.0,left
4599928,48300401.0,left
4599928,15571921.0,left
>>>>>>> 19251460e54d9dcf7af39d24467e9f63efd328b2,,
4599928,4599928.0,left
4599928,29217727.0,left
4599928,261510331.0,right
4599928,60685214.0,left
4599928,19183476.0,left
4599928,63796663.0,right
4599928,338361020.0,right
4599928,28310012.0,left
4599928,42717362.0,left
4599928,177906319.0,right
4599928,316149488.0,left
4599928,224264455.0,left
4599928,143380763.0,left
4599928,64674539.0,right
4599928,216691189.0,left
4599928,4599928.0,right
4599928,4599928.0,right
4599928,32719156.0,left
4599928,84795924.0,right
4599928,597030399.0,left
4599928,97880434.0,right
4599928,4599928.0,right
4599928,319429078.0,left
4599928,4599928.0,left
4599928,81491176.0,right
4599928,94982346.0,left
4599928,142120517.0,left
4599928,33398304.0,left
4599928,174187452.0,left
4599928,4599928.0,right
4599928,38488199.0,right
4599928,4599928.0,right
4599928,174187452.0,left
4599928,178467494.0,left
4599928,32731463.0,right
4599928,71800490.0,left
4599928,4599928.0,left
4599928,401685114.0,left
4599928,20312904.0,left
4599928,393198731.0,right
4599928,99979546.0,left
4599928,4599928.0,left
4599928,71008503.0,right
4599928,58024494.0,left
101901105,4599928.0,right
101901105,108073843.0,left
101901105,128406321.0,right
101901105,202441680.0,left
101901105,62930048.0,left
101901105,4599928.0,right
101901105,167846374.0,left
101901105,97457717.0,right
101901105,33971770.0,left
101901105,29476554.0,left
101901105,164204208.0,left
101901105,12630669.0,left
101901105,173838806.0,left
101901105,417849142.0,right
101901105,169948867.0,left
101901105,138701547.0,right
101901105,79489766.0,right
101901105,75111728.0,left
101901105,179624705.0,left
101901105,47521249.0,left
101901105,177541101.0,left
101901105,163234393.0,left
101901105,62073719.0,right
101901105,32122344.0,left
101901105,63800444.0,right
101901105,155462461.0,left
101901105,207188527.0,left
101901105,33791597.0,left
101901105,121433830.0,right
101901105,196479931.0,left
101901105,18122256.0,left
101901105,261510331.0,right
101901105,8970151.0,left
101901105,19006286.0,right
101901105,175994767.0,left
101901105,559371702.0,left
101901105,131970841.0,right
101901105,26519287.0,left
101901105,39517038.0,right
101901105,57030629.0,left
101901105,53136252.0,left
101901105,175680439.0,left
101901105,32719156.0,left
101901105,247076468.0,left
101901105,80030809.0,left
101901105,352049064.0,right
101901105,322622022.0,right
101901105,326525024.0,left
101901105,138701547.0,right
101901105,317484406.0,left
101901105,101294582.0,left
101901105,152904092.0,left
101901105,80030809.0,left
101901105,222269553.0,left
101901105,265345035.0,right
101901105,558019369.0,right
101901105,322622022.0,right
101901105,10322635.0,right
101901105,172876360.0,left
101901105,392750230.0,left
101901105,40824539.0,left
101901105,466392905.0,left
101901105,8518588.0,left
101901105,155525822.0,right
101901105,152912621.0,left
101901105,19024844.0,left
101901105,33260420.0,left
101901105,162103043.0,left
101901105,138588902.0,left
101901105,514223995.0,left
101901105,32464956.0,right
101901105,102925727.0,left
101901105,49733981.0,left
101901105,41015673.0,left
101901105,138055833.0,left
101901105,156626668.0,left
101901105,100668194.0,left
101901105,253782861.0,left
101901105,445046994.0,left
101901105,75625104.0,left
101901105,224814867.0,left
101901105,38488199.0,right
101901105,352049064.0,right
101901105,185997874.0,left
101901105,121117228.0,left
101901105,159848323.0,left
101901105,446238392.0,right
101901105,289779944.0,left
101901105,81235356.0,right
101901105,75111728.0,left
101901105,118766163.0,right
101901105,186713385.0,left
101901105,20157872.0,left
101901105,168278910.0,right
101901105,218458650.0,left
101901105,172883203.0,left
101901105,174459462.0,right
101901105,328927633.0,left
101901105,212564340.0,left
101901105,10726091.0,left
101901105,116118178.0,left
101901105,142867944.0,left
101901105,100653627.0,right
101901105,63114267.0,left
101901105,419385106.0,right
101901105,52494870.0,left
101901105,367492695.0,left
101901105,179168740.0,left
101901105,4599928.0,left
101901105,316883832.0,left
101901105,94014293.0,right
101901105,6380879.0,left
101901105,108562816.0,left
101901105,164236444.0,left
101901105,4599928.0,left
101901105,165285600.0,right
101901105,170077424.0,left
101901105,183097641.0,left
101901105,268316860.0,left
101901105,210658360.0,left
101901105,48565654.0,right
101901105,159848323.0,left
101901105,158284050.0,left
101901105,45444131.0,left
101901105,173627205.0,left
101901105,81136212.0,left
101901105,102654221.0,left
101901105,78012569.0,right
101901105,177959688.0,left
101901105,251918279.0,left
101901105,4599928.0,left
101901105,170015339.0,right
101901105,219790578.0,left
101901105,179273507.0,left
101901105,97407724.0,left
101901105,256722575.0,right
101901105,67904684.0,left
101901105,4599928.0,right
101901105,4599928.0,right
101901105,4599928.0,right
101901105,138860342.0,left
101901105,4599928.0,left
101901105,61048166.0,right
101901105,114696096.0,right
101901105,156563433.0,left
101901105,135541071.0,left
101901105,131546420.0,right
101901105,4599928.0,right
101901105,367244648.0,left
101901105,137801991.0,right
101901105,45348708.0,left
101901105,4599928.0,left
101901105,43057946.0,right
101901105,177313813.0,left
101901105,4599928.0,right
101901105,4599928.0,right
101901105,175214949.0,right
101901105,4599928.0,right
101901105,20211999.0,left
101901105,31303652.0,left
101901105,138860342.0,right
101901105,18122256.0,left
101901105,76025405.0,left
101901105,367878704.0,left
101901105,370163431.0,left
101901105,183471854.0,right
101901105,195241538.0,left
101901105,221850542.0,left
101901105,151181518.0,right
101901105,170530265.0,left
101901105,92399705.0,right
101901105,4599928.0,right
101901105,37201434.0,left
101901105,4599928.0,right
101901105,28585644.0,left
101901105,25727951.0,right
101901105,157632028.0,left
101901105,117654917.0,left
101901105,33971770.0,left
101901105,144746300.0,right
101901105,4599928.0,left
101901105,63227226.0,right
101901105,31952037.0,left
101901105,19230698.0,left
101901105,147223602.0,left
101901105,99599568.0,left
101901105,39374684.0,left
101901105,4599928.0,right
101901105,31437653.0,right
101901105,65862208.0,left
101901105,29567588.0,right
101901105,88094950.0,left
101901105,168550320.0,left
101901105,18304700.0,left
101901105,249398750.0,right
101901105,159848323.0,left
101901105,95965093.0,left
101901105,4599928.0,left
101901105,201748316.0,left
101901105,170077424.0,left
101901105,157005427.0,left
101901105,219711778.0,left
101901105,173027255.0,right
101901105,140077807.0,right
101901105,43698403.0,left
101901105,323366907.0,left
101901105,126047450.0,left
101901105,55661342.0,right
101901105,207188527.0,right
101901105,92477356.0,left
101901105,152140107.0,right
101901105,128211197.0,left
101901105,150422569.0,left
101901105,140772549.0,right
101901105,170288214.0,right
101901105,112354915.0,left
101901105,178046018.0,right
101901105,271890831.0,left
101901105,52494870.0,left
101901105,170502297.0,left
101901105,182826061.0,left
101901105,46922356.0,left
101901105,118766791.0,left
101901105,118766791.0,right
101901105,76422404.0,left
101901105,177197168.0,left
101901105,151302056.0,left
101901105,4599928.0,right
101901105,370163431.0,left
101901105,108073843.0,left
101901105,213507946.0,left
101901105,225621241.0,right
101901105,184540636.0,left
101901105,77386202.0,left
101901105,4599928.0,left
101901105,4599928.0,left
101901105,212748662.0,right
101901105,96369203.0,left
101901105,110140500.0,right
101901105,145753014.0,left
101901105,17481695.0,left
101901105,177313813.0,left
101901105,85812419.0,left
101901105,117689830.0,left
101901105,318869816.0,right
101901105,132816193.0,left
101901105,344808600.0,left
101901105,75690293.0,right
101901105,151641689.0,left
101901105,31023996.0,left
101901105,91938417.0,right
101901105,18122256.0,left
101901105,174142340.0,left
101901105,157371277.0,left
101901105,4599928.0,left
101901105,76310667.0,right
101901105,68483240.0,right
101901105,36031386.0,left
101901105,305110753.0,left
101901105,105744724.0,right
101901105,128534575.0,left
101901105,8330597.0,left
101901105,181451262.0,left
101901105,201562785.0,left
101901105,118404786.0,left
101901105,251918279.0,left
101901105,159212128.0,left
101901105,370163431.0,right
101901105,132035092.0,left
101901105,70254424.0,left
101901105,164239801.0,left
101901105,29476554.0,right
101901105,219711778.0,left
101901105,461287784.0,left
101901105,251918279.0,left
101901105,63918632.0,right
